alpha.air_average,Points:0,Points:1,Points:2
0.626942,0,0.1,0
0.672344,0.02,0.1,0
0.748863,0.04,0.1,0
0.770583,0.06,0.1,0
0.729944,0.08,0.1,0
0.665018,0.1,0.1,0
0.619753,0.12,0.1,0
0.611848,0.14,0.1,0
0.617143,0.16,0.1,0
0.639522,0.18,0.1,0
0.693234,0.2,0.1,0
0.737961,0.22,0.1,0
0.721709,0.24,0.1,0
0.670601,0.26,0.1,0
0.647521,0.28,0.1,0
0.606498,0,0.12,0
0.642846,0.02,0.12,0
0.724106,0.04,0.12,0
0.760788,0.06,0.12,0
0.717584,0.08,0.12,0
0.654313,0.1,0.12,0
0.612611,0.12,0.12,0
0.602003,0.14,0.12,0
0.604648,0.16,0.12,0
0.623183,0.18,0.12,0
0.676941,0.2,0.12,0
0.728328,0.22,0.12,0
0.707825,0.24,0.12,0
0.649828,0.26,0.12,0
0.628652,0.28,0.12,0
0.587812,0,0.14,0
0.623678,0.02,0.14,0
0.70927,0.04,0.14,0
0.755364,0.06,0.14,0
0.718818,0.08,0.14,0
0.656075,0.1,0.14,0
0.610548,0.12,0.14,0
0.598121,0.14,0.14,0
0.605827,0.16,0.14,0
0.630021,0.18,0.14,0
0.682864,0.2,0.14,0
0.73151,0.22,0.14,0
0.700001,0.24,0.14,0
0.628079,0.26,0.14,0
0.603231,0.28,0.14,0
0.575913,0,0.16,0
0.617228,0.02,0.16,0
0.699343,0.04,0.16,0
0.742346,0.06,0.16,0
0.717767,0.08,0.16,0
0.660524,0.1,0.16,0
0.610175,0.12,0.16,0
0.596339,0.14,0.16,0
0.612028,0.16,0.16,0
0.642427,0.18,0.16,0
0.692804,0.2,0.16,0
0.731675,0.22,0.16,0
0.692833,0.24,0.16,0
0.617875,0.26,0.16,0
0.591019,0.28,0.16,0
0.565332,0,0.18,0
0.608238,0.02,0.18,0
0.683362,0.04,0.18,0
0.720456,0.06,0.18,0
0.703837,0.08,0.18,0
0.655822,0.1,0.18,0
0.605671,0.12,0.18,0
0.588648,0.14,0.18,0
0.608997,0.16,0.18,0
0.644259,0.18,0.18,0
0.69298,0.2,0.18,0
0.723372,0.22,0.18,0
0.682435,0.24,0.18,0
0.612432,0.26,0.18,0
0.586556,0.28,0.18,0
0.561302,0,0.2,0
0.596352,0.02,0.2,0
0.66254,0.04,0.2,0
0.698224,0.06,0.2,0
0.68694,0.08,0.2,0
0.650075,0.1,0.2,0
0.604629,0.12,0.2,0
0.582685,0.14,0.2,0
0.604197,0.16,0.2,0
0.64447,0.18,0.2,0
0.687475,0.2,0.2,0
0.709532,0.22,0.2,0
0.66806,0.24,0.2,0
0.603287,0.26,0.2,0
0.580262,0.28,0.2,0
0.567126,0,0.22,0
0.590866,0.02,0.22,0
0.646395,0.04,0.22,0
0.68428,0.06,0.22,0
0.679492,0.08,0.22,0
0.652404,0.1,0.22,0
0.616358,0.12,0.22,0
0.592867,0.14,0.22,0
0.609688,0.16,0.22,0
0.649876,0.18,0.22,0
0.683385,0.2,0.22,0
0.695104,0.22,0.22,0
0.653967,0.24,0.22,0
0.596421,0.26,0.22,0
0.577937,0.28,0.22,0
0.579374,0,0.24,0
0.591843,0.02,0.24,0
0.638514,0.04,0.24,0
0.682462,0.06,0.24,0
0.682205,0.08,0.24,0
0.658224,0.1,0.24,0
0.632684,0.12,0.24,0
0.613048,0.14,0.24,0
0.619147,0.16,0.24,0
0.65019,0.18,0.24,0
0.67746,0.2,0.24,0
0.683583,0.22,0.24,0
0.643884,0.24,0.24,0
0.59537,0.26,0.24,0
0.582279,0.28,0.24,0
0.591686,0,0.26,0
0.590446,0.02,0.26,0
0.62936,0.04,0.26,0
0.684207,0.06,0.26,0
0.688994,0.08,0.26,0
0.669092,0.1,0.26,0
0.651263,0.12,0.26,0
0.634243,0.14,0.26,0
0.630641,0.16,0.26,0
0.645652,0.18,0.26,0
0.6656,0.2,0.26,0
0.669993,0.22,0.26,0
0.635328,0.24,0.26,0
0.596074,0.26,0.26,0
0.585355,0.28,0.26,0
0.602918,0,0.28,0
0.594121,0.02,0.28,0
0.623151,0.04,0.28,0
0.679992,0.06,0.28,0
0.693191,0.08,0.28,0
0.685793,0.1,0.28,0
0.672187,0.12,0.28,0
0.650591,0.14,0.28,0
0.641989,0.16,0.28,0
0.641362,0.18,0.28,0
0.647482,0.2,0.28,0
0.650005,0.22,0.28,0
0.629835,0.24,0.28,0
0.599834,0.26,0.28,0
0.584811,0.28,0.28,0
0.611905,0,0.3,0
0.610827,0.02,0.3,0
0.634453,0.04,0.3,0
0.677006,0.06,0.3,0
0.697565,0.08,0.3,0
0.704909,0.1,0.3,0
0.69109,0.12,0.3,0
0.659961,0.14,0.3,0
0.648976,0.16,0.3,0
0.643321,0.18,0.3,0
0.634668,0.2,0.3,0
0.632808,0.22,0.3,0
0.632331,0.24,0.3,0
0.609072,0.26,0.3,0
0.585736,0.28,0.3,0
0.615789,0,0.32,0
0.631709,0.02,0.32,0
0.662731,0.04,0.32,0
0.691394,0.06,0.32,0
0.715135,0.08,0.32,0
0.726408,0.1,0.32,0
0.707393,0.12,0.32,0
0.67256,0.14,0.32,0
0.664226,0.16,0.32,0
0.665489,0.18,0.32,0
0.647204,0.2,0.32,0
0.63646,0.22,0.32,0
0.644854,0.24,0.32,0
0.620107,0.26,0.32,0
0.589378,0.28,0.32,0
0.614464,0,0.34,0
0.645951,0.02,0.34,0
0.690567,0.04,0.34,0
0.716163,0.06,0.34,0
0.741239,0.08,0.34,0
0.747704,0.1,0.34,0
0.719653,0.12,0.34,0
0.687324,0.14,0.34,0
0.688607,0.16,0.34,0
0.701338,0.18,0.34,0
0.684063,0.2,0.34,0
0.664169,0.22,0.34,0
0.661763,0.24,0.34,0
0.627652,0.26,0.34,0
0.594352,0.28,0.34,0
0.610291,0,0.36,0
0.648399,0.02,0.36,0
0.701223,0.04,0.36,0
0.729811,0.06,0.36,0
0.753237,0.08,0.36,0
0.753389,0.1,0.36,0
0.720858,0.12,0.36,0
0.696417,0.14,0.36,0
0.710363,0.16,0.36,0
0.730515,0.18,0.36,0
0.720507,0.2,0.36,0
0.696811,0.22,0.36,0
0.673311,0.24,0.36,0
0.629524,0.26,0.36,0
0.600443,0.28,0.36,0
0.605247,0,0.38,0
0.643197,0.02,0.38,0
0.699335,0.04,0.38,0
0.729148,0.06,0.38,0
0.743253,0.08,0.38,0
0.737036,0.1,0.38,0
0.71309,0.12,0.38,0
0.702585,0.14,0.38,0
0.723284,0.16,0.38,0
0.744949,0.18,0.38,0
0.741093,0.2,0.38,0
0.719645,0.22,0.38,0
0.680651,0.24,0.38,0
0.628443,0.26,0.38,0
0.603349,0.28,0.38,0
0.609469,0,0.4,0
0.64893,0.02,0.4,0
0.708617,0.04,0.4,0
0.733157,0.06,0.4,0
0.734526,0.08,0.4,0
0.726337,0.1,0.4,0
0.716433,0.12,0.4,0
0.716748,0.14,0.4,0
0.73599,0.16,0.4,0
0.757438,0.18,0.4,0
0.758867,0.2,0.4,0
0.740693,0.22,0.4,0
0.696161,0.24,0.4,0
0.638371,0.26,0.4,0
0.612693,0.28,0.4,0
0.612224,0,0.42,0
0.651278,0.02,0.42,0
0.715235,0.04,0.42,0
0.737933,0.06,0.42,0
0.7289,0.08,0.42,0
0.720896,0.1,0.42,0
0.720378,0.12,0.42,0
0.726127,0.14,0.42,0
0.742632,0.16,0.42,0
0.762566,0.18,0.42,0
0.768121,0.2,0.42,0
0.749367,0.22,0.42,0
0.701407,0.24,0.42,0
0.645193,0.26,0.42,0
0.62115,0.28,0.42,0
0.603922,0,0.44,0
0.63779,0.02,0.44,0
0.70502,0.04,0.44,0
0.736325,0.06,0.44,0
0.723599,0.08,0.44,0
0.714963,0.1,0.44,0
0.717428,0.12,0.44,0
0.723249,0.14,0.44,0
0.738015,0.16,0.44,0
0.755004,0.18,0.44,0
0.762148,0.2,0.44,0
0.741997,0.22,0.44,0
0.691002,0.24,0.44,0
0.63847,0.26,0.44,0
0.617251,0.28,0.44,0
0.597028,0,0.46,0
0.628266,0.02,0.46,0
0.695402,0.04,0.46,0
0.734708,0.06,0.46,0
0.728327,0.08,0.46,0
0.719767,0.1,0.46,0
0.717937,0.12,0.46,0
0.718263,0.14,0.46,0
0.730165,0.16,0.46,0
0.744181,0.18,0.46,0
0.752835,0.2,0.46,0
0.735971,0.22,0.46,0
0.686561,0.24,0.46,0
0.634809,0.26,0.46,0
0.612448,0.28,0.46,0
0.595969,0,0.48,0
0.628071,0.02,0.48,0
0.688327,0.04,0.48,0
0.727588,0.06,0.48,0
0.734282,0.08,0.48,0
0.726008,0.1,0.48,0
0.718072,0.12,0.48,0
0.713866,0.14,0.48,0
0.721393,0.16,0.48,0
0.733046,0.18,0.48,0
0.743285,0.2,0.48,0
0.730043,0.22,0.48,0
0.683826,0.24,0.48,0
0.633943,0.26,0.48,0
0.610792,0.28,0.48,0
0.607235,0,0.5,0
0.638877,0.02,0.5,0
0.688541,0.04,0.5,0
0.723107,0.06,0.5,0
0.740201,0.08,0.5,0
0.734436,0.1,0.5,0
0.724338,0.12,0.5,0
0.71796,0.14,0.5,0
0.721779,0.16,0.5,0
0.730761,0.18,0.5,0
0.739241,0.2,0.5,0
0.725096,0.22,0.5,0
0.683921,0.24,0.5,0
0.639305,0.26,0.5,0
0.61581,0.28,0.5,0
0.621523,0,0.52,0
0.653844,0.02,0.52,0
0.70075,0.04,0.52,0
0.729793,0.06,0.52,0
0.746263,0.08,0.52,0
0.744406,0.1,0.52,0
0.735161,0.12,0.52,0
0.72684,0.14,0.52,0
0.727135,0.16,0.52,0
0.732,0.18,0.52,0
0.738847,0.2,0.52,0
0.725267,0.22,0.52,0
0.693138,0.24,0.52,0
0.650126,0.26,0.52,0
0.620438,0.28,0.52,0
0.628277,0,0.54,0
0.664794,0.02,0.54,0
0.717298,0.04,0.54,0
0.741617,0.06,0.54,0
0.748821,0.08,0.54,0
0.748148,0.1,0.54,0
0.743407,0.12,0.54,0
0.734437,0.14,0.54,0
0.728475,0.16,0.54,0
0.727654,0.18,0.54,0
0.735874,0.2,0.54,0
0.730237,0.22,0.54,0
0.707145,0.24,0.54,0
0.657707,0.26,0.54,0
0.618872,0.28,0.54,0
0.632724,0,0.56,0
0.675139,0.02,0.56,0
0.732086,0.04,0.56,0
0.751188,0.06,0.56,0
0.75123,0.08,0.56,0
0.750966,0.1,0.56,0
0.74944,0.12,0.56,0
0.738845,0.14,0.56,0
0.729134,0.16,0.56,0
0.723268,0.18,0.56,0
0.731474,0.2,0.56,0
0.73876,0.22,0.56,0
0.723009,0.24,0.56,0
0.664588,0.26,0.56,0
0.62004,0.28,0.56,0
0.6392,0,0.58,0
0.687902,0.02,0.58,0
0.747733,0.04,0.58,0
0.763632,0.06,0.58,0
0.763426,0.08,0.58,0
0.762546,0.1,0.58,0
0.754684,0.12,0.58,0
0.73816,0.14,0.58,0
0.733635,0.16,0.58,0
0.729933,0.18,0.58,0
0.738978,0.2,0.58,0
0.757578,0.22,0.58,0
0.742044,0.24,0.58,0
0.672881,0.26,0.58,0
0.625065,0.28,0.58,0
0.644876,0,0.6,0
0.699333,0.02,0.6,0
0.76548,0.04,0.6,0
0.785024,0.06,0.6,0
0.788948,0.08,0.6,0
0.784043,0.1,0.6,0
0.763196,0.12,0.6,0
0.740225,0.14,0.6,0
0.747396,0.16,0.6,0
0.755879,0.18,0.6,0
0.767064,0.2,0.6,0
0.781797,0.22,0.6,0
0.755782,0.24,0.6,0
0.676356,0.26,0.6,0
0.624708,0.28,0.6,0
0.644115,0,0.62,0
0.704307,0.02,0.62,0
0.781143,0.04,0.62,0
0.808632,0.06,0.62,0
0.816159,0.08,0.62,0
0.806241,0.1,0.62,0
0.776783,0.12,0.62,0
0.754652,0.14,0.62,0
0.773367,0.16,0.62,0
0.793357,0.18,0.62,0
0.801318,0.2,0.62,0
0.799025,0.22,0.62,0
0.759938,0.24,0.62,0
0.673629,0.26,0.62,0
0.618154,0.28,0.62,0
0.640762,0,0.64,0
0.701617,0.02,0.64,0
0.785511,0.04,0.64,0
0.820778,0.06,0.64,0
0.829841,0.08,0.64,0
0.817367,0.1,0.64,0
0.785853,0.12,0.64,0
0.767232,0.14,0.64,0
0.792115,0.16,0.64,0
0.818639,0.18,0.64,0
0.824697,0.2,0.64,0
0.809889,0.22,0.64,0
0.758379,0.24,0.64,0
0.666775,0.26,0.64,0
0.611041,0.28,0.64,0
0.645762,0,0.66,0
0.70138,0.02,0.66,0
0.782837,0.04,0.66,0
0.818788,0.06,0.66,0
0.825788,0.08,0.66,0
0.813983,0.1,0.66,0
0.783026,0.12,0.66,0
0.766145,0.14,0.66,0
0.792707,0.16,0.66,0
0.823777,0.18,0.66,0
0.832772,0.2,0.66,0
0.811796,0.22,0.66,0
0.752665,0.24,0.66,0
0.662003,0.26,0.66,0
0.610391,0.28,0.66,0
0.659275,0,0.68,0
0.712152,0.02,0.68,0
0.787326,0.04,0.68,0
0.81486,0.06,0.68,0
0.815359,0.08,0.68,0
0.802841,0.1,0.68,0
0.774543,0.12,0.68,0
0.762681,0.14,0.68,0
0.791301,0.16,0.68,0
0.820591,0.18,0.68,0
0.826398,0.2,0.68,0
0.801299,0.22,0.68,0
0.744873,0.24,0.68,0
0.663274,0.26,0.68,0
0.616522,0.28,0.68,0
0.677439,0,0.7,0
0.730754,0.02,0.7,0
0.801129,0.04,0.7,0
0.819605,0.06,0.7,0
0.814976,0.08,0.7,0
0.799448,0.1,0.7,0
0.771706,0.12,0.7,0
0.76394,0.14,0.7,0
0.791814,0.16,0.7,0
0.813367,0.18,0.7,0
0.810416,0.2,0.7,0
0.782329,0.22,0.7,0
0.738911,0.24,0.7,0
0.670593,0.26,0.7,0
0.624725,0.28,0.7,0
0.687028,0,0.72,0
0.745818,0.02,0.72,0
0.817839,0.04,0.72,0
0.831255,0.06,0.72,0
0.826171,0.08,0.72,0
0.808328,0.1,0.72,0
0.782589,0.12,0.72,0
0.778232,0.14,0.72,0
0.796332,0.16,0.72,0
0.806281,0.18,0.72,0
0.798148,0.2,0.72,0
0.774013,0.22,0.72,0
0.750543,0.24,0.72,0
0.692202,0.26,0.72,0
0.641987,0.28,0.72,0
0.688165,0,0.74,0
0.752621,0.02,0.74,0
0.82876,0.04,0.74,0
0.841213,0.06,0.74,0
0.837895,0.08,0.74,0
0.821715,0.1,0.74,0
0.802535,0.12,0.74,0
0.802629,0.14,0.74,0
0.812274,0.16,0.74,0
0.809497,0.18,0.74,0
0.798491,0.2,0.74,0
0.787794,0.22,0.74,0
0.780945,0.24,0.74,0
0.723938,0.26,0.74,0
0.66885,0.28,0.74,0
0.718637,0,0.76,0
0.772582,0.02,0.76,0
0.836186,0.04,0.76,0
0.846689,0.06,0.76,0
0.847836,0.08,0.76,0
0.843917,0.1,0.76,0
0.828615,0.12,0.76,0
0.822237,0.14,0.76,0
0.831296,0.16,0.76,0
0.82434,0.18,0.76,0
0.808986,0.2,0.76,0
0.807091,0.22,0.76,0
0.807697,0.24,0.76,0
0.75432,0.26,0.76,0
0.702484,0.28,0.76,0
0.775128,0,0.78,0
0.813011,0.02,0.78,0
0.856182,0.04,0.78,0
0.862864,0.06,0.78,0
0.868869,0.08,0.78,0
0.87544,0.1,0.78,0
0.861459,0.12,0.78,0
0.842552,0.14,0.78,0
0.849303,0.16,0.78,0
0.849923,0.18,0.78,0
0.835182,0.2,0.78,0
0.831968,0.22,0.78,0
0.833522,0.24,0.78,0
0.79459,0.26,0.78,0
0.756536,0.28,0.78,0
0.825609,0,0.8,0
0.855771,0.02,0.8,0
0.889213,0.04,0.8,0
0.893898,0.06,0.8,0
0.89921,0.08,0.8,0
0.904494,0.1,0.8,0
0.891669,0.12,0.8,0
0.872435,0.14,0.8,0
0.878689,0.16,0.8,0
0.888235,0.18,0.8,0
0.882694,0.2,0.8,0
0.878927,0.22,0.8,0
0.877184,0.24,0.8,0
0.848872,0.26,0.8,0
0.82234,0.28,0.8,0
0.872049,0,0.82,0
0.894884,0.02,0.82,0
0.920975,0.04,0.82,0
0.92285,0.06,0.82,0
0.924006,0.08,0.82,0
0.927554,0.1,0.82,0
0.916891,0.12,0.82,0
0.904426,0.14,0.82,0
0.914835,0.16,0.82,0
0.927033,0.18,0.82,0
0.926818,0.2,0.82,0
0.926877,0.22,0.82,0
0.924415,0.24,0.82,0
0.896673,0.26,0.82,0
0.872664,0.28,0.82,0
0.911682,0,0.84,0
0.927168,0.02,0.84,0
0.945161,0.04,0.84,0
0.944459,0.06,0.84,0
0.942278,0.08,0.84,0
0.943167,0.1,0.84,0
0.933703,0.12,0.84,0
0.92465,0.14,0.84,0
0.935393,0.16,0.84,0
0.947356,0.18,0.84,0
0.948626,0.2,0.84,0
0.952148,0.22,0.84,0
0.952471,0.24,0.84,0
0.927974,0.26,0.84,0
0.906899,0.28,0.84,0
0.93478,0,0.86,0
0.945529,0.02,0.86,0
0.958533,0.04,0.86,0
0.958292,0.06,0.86,0
0.956819,0.08,0.86,0
0.955461,0.1,0.86,0
0.946825,0.12,0.86,0
0.940577,0.14,0.86,0
0.947559,0.16,0.86,0
0.957558,0.18,0.86,0
0.959645,0.2,0.86,0
0.961574,0.22,0.86,0
0.96156,0.24,0.86,0
0.944956,0.26,0.86,0
0.931233,0.28,0.86,0
0.947689,0,0.88,0
0.954005,0.02,0.88,0
0.962851,0.04,0.88,0
0.963399,0.06,0.88,0
0.964187,0.08,0.88,0
0.965514,0.1,0.88,0
0.959503,0.12,0.88,0
0.954889,0.14,0.88,0
0.95974,0.16,0.88,0
0.966255,0.18,0.88,0
0.964857,0.2,0.88,0
0.963829,0.22,0.88,0
0.963138,0.24,0.88,0
0.953455,0.26,0.88,0
0.946451,0.28,0.88,0
0.955914,0,0.9,0
0.958941,0.02,0.9,0
0.963361,0.04,0.9,0
0.962496,0.06,0.9,0
0.963028,0.08,0.9,0
0.966559,0.1,0.9,0
0.962768,0.12,0.9,0
0.958151,0.14,0.9,0
0.962789,0.16,0.9,0
0.966845,0.18,0.9,0
0.963202,0.2,0.9,0
0.962392,0.22,0.9,0
0.963158,0.24,0.9,0
0.958633,0.26,0.9,0
0.95551,0.28,0.9,0
0.958722,0,0.92,0
0.959533,0.02,0.92,0
0.959916,0.04,0.92,0
0.957245,0.06,0.92,0
0.956704,0.08,0.92,0
0.960106,0.1,0.92,0
0.958276,0.12,0.92,0
0.954652,0.14,0.92,0
0.958267,0.16,0.92,0
0.960327,0.18,0.92,0
0.95686,0.2,0.92,0
0.95716,0.22,0.92,0
0.959674,0.24,0.92,0
0.959301,0.26,0.92,0
0.958532,0.28,0.92,0
0.960246,0,0.94,0
0.959637,0.02,0.94,0
0.957997,0.04,0.94,0
0.954974,0.06,0.94,0
0.953249,0.08,0.94,0
0.954324,0.1,0.94,0
0.952524,0.12,0.94,0
0.949829,0.14,0.94,0
0.952521,0.16,0.94,0
0.954494,0.18,0.94,0
0.953372,0.2,0.94,0
0.954852,0.22,0.94,0
0.957668,0.24,0.94,0
0.959415,0.26,0.94,0
0.960143,0.28,0.94,0
0.964641,0,0.96,0
0.964031,0.02,0.96,0
0.962729,0.04,0.96,0
0.96021,0.06,0.96,0
0.957497,0.08,0.96,0
0.955901,0.1,0.96,0
0.952857,0.12,0.96,0
0.950463,0.14,0.96,0
0.952855,0.16,0.96,0
0.956005,0.18,0.96,0
0.957566,0.2,0.96,0
0.960093,0.22,0.96,0
0.962467,0.24,0.96,0
0.963895,0.26,0.96,0
0.964614,0.28,0.96,0
0.939758,0,0.98,0
0.939159,0.02,0.98,0
0.938401,0.04,0.98,0
0.937143,0.06,0.98,0
0.935205,0.08,0.98,0
0.933607,0.1,0.98,0
0.931307,0.12,0.98,0
0.929762,0.14,0.98,0
0.931335,0.16,0.98,0
0.933832,0.18,0.98,0
0.935486,0.2,0.98,0
0.937243,0.22,0.98,0
0.938401,0.24,0.98,0
0.939133,0.26,0.98,0
0.939726,0.28,0.98,0
0.911735,0,1,0
0.910877,0.02,1,0
0.910268,0.04,1,0
0.910072,0.06,1,0
0.909218,0.08,1,0
0.908408,0.1,1,0
0.907205,0.12,1,0
0.906431,0.14,1,0
0.907271,0.16,1,0
0.908782,0.18,1,0
0.909711,0.2,1,0
0.910321,0.22,1,0
0.910418,0.24,1,0
0.910921,0.26,1,0
0.911709,0.28,1,0
0.516491,0,0,0.005
0.526773,0.02,0,0.005
0.560645,0.04,0,0.005
0.603248,0.06,0,0.005
0.625014,0.08,0,0.005
0.614088,0.1,0,0.005
0.58878,0.12,0,0.005
0.582607,0.14,0,0.005
0.598791,0.16,0,0.005
0.620172,0.18,0,0.005
0.624457,0.2,0,0.005
0.603061,0.22,0,0.005
0.565906,0.24,0,0.005
0.531507,0.26,0,0.005
0.519234,0.28,0,0.005
0.535414,0,0.02,0.005
0.549212,0.02,0.02,0.005
0.589036,0.04,0.02,0.005
0.63391,0.06,0.02,0.005
0.65307,0.08,0.02,0.005
0.636925,0.1,0.02,0.005
0.606569,0.12,0.02,0.005
0.598599,0.14,0.02,0.005
0.617374,0.16,0.02,0.005
0.643241,0.18,0.02,0.005
0.652238,0.2,0.02,0.005
0.633748,0.22,0.02,0.005
0.595611,0.24,0.02,0.005
0.557119,0.26,0.02,0.005
0.542295,0.28,0.02,0.005
0.58089,0,0.04,0.005
0.612172,0.02,0.04,0.005
0.667728,0.04,0.04,0.005
0.702005,0.06,0.04,0.005
0.703628,0.08,0.04,0.005
0.67008,0.1,0.04,0.005
0.625903,0.12,0.04,0.005
0.613361,0.14,0.04,0.005
0.637316,0.16,0.04,0.005
0.675129,0.18,0.04,0.005
0.699835,0.2,0.04,0.005
0.699003,0.22,0.04,0.005
0.672809,0.24,0.04,0.005
0.624215,0.26,0.04,0.005
0.596603,0.28,0.04,0.005
0.613832,0,0.06,0.005
0.672052,0.02,0.06,0.005
0.749292,0.04,0.06,0.005
0.764466,0.06,0.06,0.005
0.740933,0.08,0.06,0.005
0.68568,0.1,0.06,0.005
0.628479,0.12,0.06,0.005
0.612883,0.14,0.06,0.005
0.638945,0.16,0.06,0.005
0.687132,0.18,0.06,0.005
0.731283,0.2,0.06,0.005
0.753995,0.22,0.06,0.005
0.742764,0.24,0.06,0.005
0.67996,0.26,0.06,0.005
0.635114,0.28,0.06,0.005
0.615134,0,0.08,0.005
0.68809,0.02,0.08,0.005
0.779614,0.04,0.08,0.005
0.788006,0.06,0.08,0.005
0.751315,0.08,0.08,0.005
0.685919,0.1,0.08,0.005
0.625746,0.12,0.08,0.005
0.608709,0.14,0.08,0.005
0.630781,0.16,0.08,0.005
0.679021,0.18,0.08,0.005
0.734159,0.2,0.08,0.005
0.769417,0.22,0.08,0.005
0.759115,0.24,0.08,0.005
0.688884,0.26,0.08,0.005
0.639498,0.28,0.08,0.005
0.601231,0,0.1,0.005
0.672445,0.02,0.1,0.005
0.767568,0.04,0.1,0.005
0.779195,0.06,0.1,0.005
0.736077,0.08,0.1,0.005
0.671146,0.1,0.1,0.005
0.616637,0.12,0.1,0.005
0.598178,0.14,0.1,0.005
0.612191,0.16,0.1,0.005
0.652395,0.18,0.1,0.005
0.71129,0.2,0.1,0.005
0.755714,0.22,0.1,0.005
0.743123,0.24,0.1,0.005
0.673621,0.26,0.1,0.005
0.630388,0.28,0.1,0.005
0.581516,0,0.12,0.005
0.647929,0.02,0.12,0.005
0.748689,0.04,0.12,0.005
0.770546,0.06,0.12,0.005
0.723544,0.08,0.12,0.005
0.658429,0.1,0.12,0.005
0.609454,0.12,0.12,0.005
0.591868,0.14,0.12,0.005
0.600415,0.16,0.12,0.005
0.635629,0.18,0.12,0.005
0.697403,0.2,0.12,0.005
0.749027,0.22,0.12,0.005
0.730655,0.24,0.12,0.005
0.652914,0.26,0.12,0.005
0.61085,0.28,0.12,0.005
0.565908,0,0.14,0.005
0.631358,0.02,0.14,0.005
0.735887,0.04,0.14,0.005
0.76619,0.06,0.14,0.005
0.724938,0.08,0.14,0.005
0.660632,0.1,0.14,0.005
0.610364,0.12,0.14,0.005
0.594422,0.14,0.14,0.005
0.607238,0.16,0.14,0.005
0.644401,0.18,0.14,0.005
0.705277,0.2,0.14,0.005
0.755278,0.22,0.14,0.005
0.726821,0.24,0.14,0.005
0.635722,0.26,0.14,0.005
0.589048,0.28,0.14,0.005
0.554759,0,0.16,0.005
0.621532,0.02,0.16,0.005
0.722418,0.04,0.16,0.005
0.753155,0.06,0.16,0.005
0.723239,0.08,0.16,0.005
0.666366,0.1,0.16,0.005
0.615476,0.12,0.16,0.005
0.601079,0.14,0.16,0.005
0.621179,0.16,0.16,0.005
0.660109,0.18,0.16,0.005
0.716499,0.2,0.16,0.005
0.75737,0.22,0.16,0.005
0.720484,0.24,0.16,0.005
0.625585,0.26,0.16,0.005
0.577041,0.28,0.16,0.005
0.542555,0,0.18,0.005
0.607242,0.02,0.18,0.005
0.70169,0.04,0.18,0.005
0.730595,0.06,0.18,0.005
0.707828,0.08,0.18,0.005
0.660721,0.1,0.18,0.005
0.615131,0.12,0.18,0.005
0.601446,0.14,0.18,0.005
0.624568,0.16,0.18,0.005
0.665114,0.18,0.18,0.005
0.717453,0.2,0.18,0.005
0.749202,0.22,0.18,0.005
0.707428,0.24,0.18,0.005
0.615275,0.26,0.18,0.005
0.568436,0.28,0.18,0.005
0.537382,0,0.2,0.005
0.59171,0.02,0.2,0.005
0.677448,0.04,0.2,0.005
0.708124,0.06,0.2,0.005
0.690192,0.08,0.2,0.005
0.653801,0.1,0.2,0.005
0.614628,0.12,0.2,0.005
0.598137,0.14,0.2,0.005
