alpha.air_average,Points:0,Points:1,Points:2
0.714155,0.05,0.2,0.005
0.738029,0.06,0.2,0.005
0.746358,0.07,0.2,0.005
0.745289,0.08,0.2,0.005
0.743266,0.09,0.2,0.005
0.729152,0.1,0.2,0.005
0.706484,0.11,0.2,0.005
0.68453,0.12,0.2,0.005
0.668096,0.13,0.2,0.005
0.667974,0.14,0.2,0.005
0.679421,0.15,0.2,0.005
0.695988,0.16,0.2,0.005
0.717806,0.17,0.2,0.005
0.741269,0.18,0.2,0.005
0.755323,0.19,0.2,0.005
0.756035,0.2,0.2,0.005
0.752849,0.21,0.2,0.005
0.742227,0.22,0.2,0.005
0.71057,0.23,0.2,0.005
0.660549,0.24,0.2,0.005
0.600616,0.25,0.2,0.005
0.549599,0.26,0.2,0.005
0.515003,0.27,0.2,0.005
0.499249,0.28,0.2,0.005
0.515839,0,0.21,0.005
0.53114,0.01,0.21,0.005
0.567474,0.02,0.21,0.005
0.612163,0.03,0.21,0.005
0.660019,0.04,0.21,0.005
0.701785,0.05,0.21,0.005
0.733305,0.06,0.21,0.005
0.747763,0.07,0.21,0.005
0.747659,0.08,0.21,0.005
0.745262,0.09,0.21,0.005
0.726925,0.1,0.21,0.005
0.699349,0.11,0.21,0.005
0.678849,0.12,0.21,0.005
0.670981,0.13,0.21,0.005
0.676807,0.14,0.21,0.005
0.68651,0.15,0.21,0.005
0.703473,0.16,0.21,0.005
0.72761,0.17,0.21,0.005
0.751544,0.18,0.21,0.005
0.765715,0.19,0.21,0.005
0.767414,0.2,0.21,0.005
0.763326,0.21,0.21,0.005
0.747824,0.22,0.21,0.005
0.712928,0.23,0.21,0.005
0.660238,0.24,0.21,0.005
0.599622,0.25,0.21,0.005
0.552765,0.26,0.21,0.005
0.521212,0.27,0.21,0.005
0.5063,0.28,0.21,0.005
0.513729,0,0.22,0.005
0.534592,0.01,0.22,0.005
0.572621,0.02,0.22,0.005
0.612671,0.03,0.22,0.005
0.657668,0.04,0.22,0.005
0.70029,0.05,0.22,0.005
0.735394,0.06,0.22,0.005
0.753918,0.07,0.22,0.005
0.75486,0.08,0.22,0.005
0.745732,0.09,0.22,0.005
0.720539,0.1,0.22,0.005
0.690911,0.11,0.22,0.005
0.675279,0.12,0.22,0.005
0.675664,0.13,0.22,0.005
0.681941,0.14,0.22,0.005
0.686458,0.15,0.22,0.005
0.704178,0.16,0.22,0.005
0.731272,0.17,0.22,0.005
0.75636,0.18,0.22,0.005
0.772784,0.19,0.22,0.005
0.777423,0.2,0.22,0.005
0.774215,0.21,0.22,0.005
0.757877,0.22,0.22,0.005
0.722005,0.23,0.22,0.005
0.663911,0.24,0.22,0.005
0.599426,0.25,0.22,0.005
0.555688,0.26,0.22,0.005
0.52561,0.27,0.22,0.005
0.509887,0.28,0.22,0.005
0.509577,0,0.23,0.005
0.533466,0.01,0.23,0.005
0.573053,0.02,0.23,0.005
0.616064,0.03,0.23,0.005
0.662752,0.04,0.23,0.005
0.703539,0.05,0.23,0.005
0.737459,0.06,0.23,0.005
0.758346,0.07,0.23,0.005
0.759445,0.08,0.23,0.005
0.738014,0.09,0.23,0.005
0.705776,0.1,0.23,0.005
0.680743,0.11,0.23,0.005
0.674843,0.12,0.23,0.005
0.67945,0.13,0.23,0.005
0.679319,0.14,0.23,0.005
0.678458,0.15,0.23,0.005
0.697163,0.16,0.23,0.005
0.727928,0.17,0.23,0.005
0.756073,0.18,0.23,0.005
0.774884,0.19,0.23,0.005
0.781051,0.2,0.23,0.005
0.778199,0.21,0.23,0.005
0.762748,0.22,0.23,0.005
0.726623,0.23,0.23,0.005
0.665513,0.24,0.23,0.005
0.601355,0.25,0.23,0.005
0.561183,0.26,0.23,0.005
0.530014,0.27,0.23,0.005
0.511833,0.28,0.23,0.005
0.506568,0,0.24,0.005
0.529527,0.01,0.24,0.005
0.56846,0.02,0.24,0.005
0.614131,0.03,0.24,0.005
0.659867,0.04,0.24,0.005
0.696967,0.05,0.24,0.005
0.730059,0.06,0.24,0.005
0.750627,0.07,0.24,0.005
0.751523,0.08,0.24,0.005
0.72353,0.09,0.24,0.005
0.689803,0.1,0.24,0.005
0.675316,0.11,0.24,0.005
0.677526,0.12,0.24,0.005
0.679643,0.13,0.24,0.005
0.672297,0.14,0.24,0.005
0.670499,0.15,0.24,0.005
0.691056,0.16,0.24,0.005
0.723909,0.17,0.24,0.005
0.753677,0.18,0.24,0.005
0.772826,0.19,0.24,0.005
0.779342,0.2,0.24,0.005
0.776202,0.21,0.24,0.005
0.760406,0.22,0.24,0.005
0.72343,0.23,0.24,0.005
0.66247,0.24,0.24,0.005
0.60517,0.25,0.24,0.005
0.568568,0.26,0.24,0.005
0.531937,0.27,0.24,0.005
0.510745,0.28,0.24,0.005
0.504326,0,0.25,0.005
0.524984,0.01,0.25,0.005
0.563173,0.02,0.25,0.005
0.607233,0.03,0.25,0.005
0.648602,0.04,0.25,0.005
0.683024,0.05,0.25,0.005
0.714952,0.06,0.25,0.005
0.732593,0.07,0.25,0.005
0.731296,0.08,0.25,0.005
0.7067,0.09,0.25,0.005
0.680884,0.1,0.25,0.005
0.676553,0.11,0.25,0.005
0.682083,0.12,0.25,0.005
0.680278,0.13,0.25,0.005
0.671464,0.14,0.25,0.005
0.673415,0.15,0.25,0.005
0.695616,0.16,0.25,0.005
0.725059,0.17,0.25,0.005
0.751035,0.18,0.25,0.005
0.769067,0.19,0.25,0.005
0.776361,0.2,0.25,0.005
0.773376,0.21,0.25,0.005
0.755959,0.22,0.25,0.005
0.718738,0.23,0.25,0.005
0.65943,0.24,0.25,0.005
0.60906,0.25,0.25,0.005
0.573884,0.26,0.25,0.005
0.530909,0.27,0.25,0.005
0.508176,0.28,0.25,0.005
0.50237,0,0.26,0.005
0.521188,0.01,0.26,0.005
0.558538,0.02,0.26,0.005
0.598605,0.03,0.26,0.005
0.637222,0.04,0.26,0.005
0.670023,0.05,0.26,0.005
0.697152,0.06,0.26,0.005
0.712167,0.07,0.26,0.005
0.709464,0.08,0.26,0.005
0.692447,0.09,0.26,0.005
0.678119,0.1,0.26,0.005
0.679389,0.11,0.26,0.005
0.686807,0.12,0.26,0.005
0.686423,0.13,0.26,0.005
0.682285,0.14,0.26,0.005
0.689506,0.15,0.26,0.005
0.709703,0.16,0.26,0.005
0.730288,0.17,0.26,0.005
0.748484,0.18,0.26,0.005
0.763781,0.19,0.26,0.005
0.77105,0.2,0.26,0.005
0.767949,0.21,0.26,0.005
0.748987,0.22,0.26,0.005
0.711928,0.23,0.26,0.005
0.657028,0.24,0.26,0.005
0.610022,0.25,0.26,0.005
0.572459,0.26,0.26,0.005
0.527358,0.27,0.26,0.005
0.505184,0.28,0.26,0.005
0.500918,0,0.27,0.005
0.518338,0.01,0.27,0.005
0.552637,0.02,0.27,0.005
0.589009,0.03,0.27,0.005
0.629634,0.04,0.27,0.005
0.662404,0.05,0.27,0.005
0.683365,0.06,0.27,0.005
0.6963,0.07,0.27,0.005
0.695951,0.08,0.27,0.005
0.686315,0.09,0.27,0.005
0.680178,0.1,0.27,0.005
0.684105,0.11,0.27,0.005
0.691335,0.12,0.27,0.005
0.692737,0.13,0.27,0.005
0.693855,0.14,0.27,0.005
0.704536,0.15,0.27,0.005
0.718554,0.16,0.27,0.005
0.730019,0.17,0.27,0.005
0.742087,0.18,0.27,0.005
0.753985,0.19,0.27,0.005
0.76071,0.2,0.27,0.005
0.757956,0.21,0.27,0.005
0.740003,0.22,0.27,0.005
0.703158,0.23,0.27,0.005
0.653638,0.24,0.27,0.005
0.608065,0.25,0.27,0.005
0.568087,0.26,0.27,0.005
0.525072,0.27,0.27,0.005
0.503016,0.28,0.27,0.005
0.500444,0,0.28,0.005
0.517793,0.01,0.28,0.005
0.548775,0.02,0.28,0.005
0.581655,0.03,0.28,0.005
0.625769,0.04,0.28,0.005
0.659589,0.05,0.28,0.005
0.675984,0.06,0.28,0.005
0.688237,0.07,0.28,0.005
0.692041,0.08,0.28,0.005
0.688599,0.09,0.28,0.005
0.687626,0.1,0.28,0.005
0.692845,0.11,0.28,0.005
0.698102,0.12,0.28,0.005
0.697472,0.13,0.28,0.005
0.698306,0.14,0.28,0.005
0.706676,0.15,0.28,0.005
0.714001,0.16,0.28,0.005
0.719642,0.17,0.28,0.005
0.728318,0.18,0.28,0.005
0.738598,0.19,0.28,0.005
0.74581,0.2,0.28,0.005
0.744278,0.21,0.28,0.005
0.729754,0.22,0.28,0.005
0.695117,0.23,0.28,0.005
0.649773,0.24,0.28,0.005
0.605991,0.25,0.28,0.005
0.566729,0.26,0.28,0.005
0.526936,0.27,0.28,0.005
0.504434,0.28,0.28,0.005
0.503891,0,0.29,0.005
0.522229,0.01,0.29,0.005
0.55281,0.02,0.29,0.005
0.581662,0.03,0.29,0.005
0.624188,0.04,0.29,0.005
0.658784,0.05,0.29,0.005
0.673462,0.06,0.29,0.005
0.686862,0.07,0.29,0.005
0.695553,0.08,0.29,0.005
0.696377,0.09,0.29,0.005
0.69834,0.1,0.29,0.005
0.70521,0.11,0.29,0.005
0.709415,0.12,0.29,0.005
0.704744,0.13,0.29,0.005
0.700576,0.14,0.29,0.005
0.702518,0.15,0.29,0.005
0.704861,0.16,0.29,0.005
0.70699,0.17,0.29,0.005
0.712524,0.18,0.29,0.005
0.72137,0.19,0.29,0.005
0.728911,0.2,0.29,0.005
0.72985,0.21,0.29,0.005
0.718309,0.22,0.29,0.005
0.686634,0.23,0.29,0.005
0.645944,0.24,0.29,0.005
0.603565,0.25,0.29,0.005
0.563985,0.26,0.29,0.005
0.526641,0.27,0.29,0.005
0.505225,0.28,0.29,0.005
0.505305,0,0.3,0.005
0.525281,0.01,0.3,0.005
0.560109,0.02,0.3,0.005
0.587429,0.03,0.3,0.005
0.623138,0.04,0.3,0.005
0.657967,0.05,0.3,0.005
0.674775,0.06,0.3,0.005
0.690262,0.07,0.3,0.005
0.703904,0.08,0.3,0.005
0.707593,0.09,0.3,0.005
0.711741,0.1,0.3,0.005
0.718341,0.11,0.3,0.005
0.717439,0.12,0.3,0.005
0.708768,0.13,0.3,0.005
0.703168,0.14,0.3,0.005
0.702068,0.15,0.3,0.005
0.701709,0.16,0.3,0.005
0.700073,0.17,0.3,0.005
0.700036,0.18,0.3,0.005
0.706978,0.19,0.3,0.005
0.716317,0.2,0.3,0.005
0.719762,0.21,0.3,0.005
0.707208,0.22,0.3,0.005
0.677434,0.23,0.3,0.005
0.6433,0.24,0.3,0.005
0.601193,0.25,0.3,0.005
0.558556,0.26,0.3,0.005
0.522121,0.27,0.3,0.005
0.502437,0.28,0.3,0.005
0.501151,0,0.31,0.005
0.522544,0.01,0.31,0.005
0.564796,0.02,0.31,0.005
0.594797,0.03,0.31,0.005
0.622347,0.04,0.31,0.005
0.655085,0.05,0.31,0.005
0.67642,0.06,0.31,0.005
0.694549,0.07,0.31,0.005
0.710028,0.08,0.31,0.005
0.715209,0.09,0.31,0.005
0.722152,0.1,0.31,0.005
0.727462,0.11,0.31,0.005
0.718291,0.12,0.31,0.005
0.705119,0.13,0.31,0.005
0.7015,0.14,0.31,0.005
0.703997,0.15,0.31,0.005
0.705898,0.16,0.31,0.005
0.70082,0.17,0.31,0.005
0.69261,0.18,0.31,0.005
0.697011,0.19,0.31,0.005
0.710584,0.2,0.31,0.005
0.715025,0.21,0.31,0.005
0.697896,0.22,0.31,0.005
0.670037,0.23,0.31,0.005
0.641383,0.24,0.31,0.005
0.599839,0.25,0.31,0.005
0.554412,0.26,0.31,0.005
0.516657,0.27,0.31,0.005
0.498517,0.28,0.31,0.005
0.498001,0,0.32,0.005
0.519305,0.01,0.32,0.005
0.567288,0.02,0.32,0.005
0.599694,0.03,0.32,0.005
0.620023,0.04,0.32,0.005
0.649404,0.05,0.32,0.005
0.675074,0.06,0.32,0.005
0.695415,0.07,0.32,0.005
0.708986,0.08,0.32,0.005
0.714747,0.09,0.32,0.005
0.722625,0.1,0.32,0.005
0.727519,0.11,0.32,0.005
0.715693,0.12,0.32,0.005
0.697063,0.13,0.32,0.005
0.690443,0.14,0.32,0.005
0.697222,0.15,0.32,0.005
0.705883,0.16,0.32,0.005
0.704089,0.17,0.32,0.005
0.694664,0.18,0.32,0.005
0.697388,0.19,0.32,0.005
0.711865,0.2,0.32,0.005
0.714216,0.21,0.32,0.005
0.692674,0.22,0.32,0.005
0.665438,0.23,0.32,0.005
0.637752,0.24,0.32,0.005
0.600022,0.25,0.32,0.005
0.553483,0.26,0.32,0.005
0.511504,0.27,0.32,0.005
0.495148,0.28,0.32,0.005
0.496417,0,0.33,0.005
0.517487,0.01,0.33,0.005
0.568728,0.02,0.33,0.005
0.60497,0.03,0.33,0.005
0.619583,0.04,0.33,0.005
0.642358,0.05,0.33,0.005
0.669957,0.06,0.33,0.005
0.691086,0.07,0.33,0.005
0.703356,0.08,0.33,0.005
0.710677,0.09,0.33,0.005
0.716983,0.1,0.33,0.005
0.719987,0.11,0.33,0.005
0.7081,0.12,0.33,0.005
0.685142,0.13,0.33,0.005
0.673294,0.14,0.33,0.005
0.680614,0.15,0.33,0.005
0.695521,0.16,0.33,0.005
0.703788,0.17,0.33,0.005
0.704629,0.18,0.33,0.005
0.710401,0.19,0.33,0.005
0.721574,0.2,0.33,0.005
0.719626,0.21,0.33,0.005
0.694086,0.22,0.33,0.005
0.664657,0.23,0.33,0.005
0.635795,0.24,0.33,0.005
0.602248,0.25,0.33,0.005
0.554868,0.26,0.33,0.005
0.508306,0.27,0.33,0.005
0.493332,0.28,0.33,0.005
0.493264,0,0.34,0.005
0.513612,0.01,0.34,0.005
0.567709,0.02,0.34,0.005
0.615637,0.03,0.34,0.005
0.631007,0.04,0.34,0.005
0.643009,0.05,0.34,0.005
0.665408,0.06,0.34,0.005
0.683695,0.07,0.34,0.005
0.696109,0.08,0.34,0.005
0.706529,0.09,0.34,0.005
0.712771,0.1,0.34,0.005
0.711853,0.11,0.34,0.005
0.695179,0.12,0.34,0.005
0.669769,0.13,0.34,0.005
0.657015,0.14,0.34,0.005
0.663485,0.15,0.34,0.005
0.682016,0.16,0.34,0.005
0.700426,0.17,0.34,0.005
0.712258,0.18,0.34,0.005
0.721501,0.19,0.34,0.005
0.729737,0.2,0.34,0.005
0.72493,0.21,0.34,0.005
0.697668,0.22,0.34,0.005
0.667467,0.23,0.34,0.005
0.639679,0.24,0.34,0.005
0.606743,0.25,0.34,0.005
0.556276,0.26,0.34,0.005
0.507301,0.27,0.34,0.005
0.492985,0.28,0.34,0.005
0.492539,0,0.35,0.005
0.511672,0.01,0.35,0.005
0.567202,0.02,0.35,0.005
0.624638,0.03,0.35,0.005
0.648179,0.04,0.35,0.005
0.656494,0.05,0.35,0.005
0.669419,0.06,0.35,0.005
0.681912,0.07,0.35,0.005
0.692974,0.08,0.35,0.005
0.705009,0.09,0.35,0.005
0.712868,0.1,0.35,0.005
0.707541,0.11,0.35,0.005
0.683574,0.12,0.35,0.005
0.656875,0.13,0.35,0.005
0.64629,0.14,0.35,0.005
0.653008,0.15,0.35,0.005
0.674018,0.16,0.35,0.005
0.698682,0.17,0.35,0.005
0.713949,0.18,0.35,0.005
0.722561,0.19,0.35,0.005
0.728195,0.2,0.35,0.005
0.721439,0.21,0.35,0.005
0.697742,0.22,0.35,0.005
0.671579,0.23,0.35,0.005
0.646312,0.24,0.35,0.005
0.609987,0.25,0.35,0.005
0.554976,0.26,0.35,0.005
0.507445,0.27,0.35,0.005
0.493747,0.28,0.35,0.005
0.495222,0,0.36,0.005
0.514974,0.01,0.36,0.005
0.571889,0.02,0.36,0.005
0.627655,0.03,0.36,0.005
0.655199,0.04,0.36,0.005
0.668442,0.05,0.36,0.005
0.67727,0.06,0.36,0.005
0.686114,0.07,0.36,0.005
0.695507,0.08,0.36,0.005
0.707984,0.09,0.36,0.005
0.716406,0.1,0.36,0.005
0.709406,0.11,0.36,0.005
0.683817,0.12,0.36,0.005
0.655431,0.13,0.36,0.005
0.642928,0.14,0.36,0.005
0.651327,0.15,0.36,0.005
0.676611,0.16,0.36,0.005
0.702012,0.17,0.36,0.005
0.7155,0.18,0.36,0.005
0.72128,0.19,0.36,0.005
0.721253,0.2,0.36,0.005
0.713559,0.21,0.36,0.005
0.696814,0.22,0.36,0.005
0.67349,0.23,0.36,0.005
0.647893,0.24,0.36,0.005
0.607702,0.25,0.36,0.005
0.551752,0.26,0.36,0.005
0.509382,0.27,0.36,0.005
0.496614,0.28,0.36,0.005
0.496345,0,0.37,0.005
0.517429,0.01,0.37,0.005
0.576484,0.02,0.37,0.005
0.629362,0.03,0.37,0.005
0.654897,0.04,0.37,0.005
0.670599,0.05,0.37,0.005
0.679818,0.06,0.37,0.005
0.687125,0.07,0.37,0.005
0.69523,0.08,0.37,0.005
0.708369,0.09,0.37,0.005
0.717047,0.1,0.37,0.005
0.712157,0.11,0.37,0.005
0.692181,0.12,0.37,0.005
0.665215,0.13,0.37,0.005
0.648359,0.14,0.37,0.005
0.655147,0.15,0.37,0.005
0.68275,0.16,0.37,0.005
0.707045,0.17,0.37,0.005
0.718132,0.18,0.37,0.005
0.721223,0.19,0.37,0.005
0.715476,0.2,0.37,0.005
0.706998,0.21,0.37,0.005
0.693785,0.22,0.37,0.005
0.669756,0.23,0.37,0.005
0.642651,0.24,0.37,0.005
0.602826,0.25,0.37,0.005
0.550913,0.26,0.37,0.005
0.51349,0.27,0.37,0.005
0.501693,0.28,0.37,0.005
0.496926,0,0.38,0.005
0.518714,0.01,0.38,0.005
0.577089,0.02,0.38,0.005
0.631475,0.03,0.38,0.005
0.657129,0.04,0.38,0.005
0.670144,0.05,0.38,0.005
0.678919,0.06,0.38,0.005
0.683503,0.07,0.38,0.005
0.689739,0.08,0.38,0.005
0.702891,0.09,0.38,0.005
0.711383,0.1,0.38,0.005
0.70943,0.11,0.38,0.005
0.695505,0.12,0.38,0.005
0.673396,0.13,0.38,0.005
0.658819,0.14,0.38,0.005
0.662099,0.15,0.38,0.005
0.682637,0.16,0.38,0.005
0.704618,0.17,0.38,0.005
0.716495,0.18,0.38,0.005
0.719021,0.19,0.38,0.005
0.712445,0.2,0.38,0.005
0.702262,0.21,0.38,0.005
0.686315,0.22,0.38,0.005
0.661964,0.23,0.38,0.005
0.636633,0.24,0.38,0.005
0.600313,0.25,0.38,0.005
0.552915,0.26,0.38,0.005
0.517251,0.27,0.38,0.005
0.505197,0.28,0.38,0.005
0.49672,0,0.39,0.005
0.519381,0.01,0.39,0.005
0.576557,0.02,0.39,0.005
0.632366,0.03,0.39,0.005
0.660128,0.04,0.39,0.005
0.671885,0.05,0.39,0.005
0.679666,0.06,0.39,0.005
0.681263,0.07,0.39,0.005
0.685971,0.08,0.39,0.005
0.698393,0.09,0.39,0.005
0.704699,0.1,0.39,0.005
0.702919,0.11,0.39,0.005
0.692281,0.12,0.39,0.005
0.674207,0.13,0.39,0.005
0.665793,0.14,0.39,0.005
0.669374,0.15,0.39,0.005
0.677899,0.16,0.39,0.005
0.691378,0.17,0.39,0.005
0.706407,0.18,0.39,0.005
0.713538,0.19,0.39,0.005
0.70979,0.2,0.39,0.005
0.698231,0.21,0.39,0.005
0.677384,0.22,0.39,0.005
0.653452,0.23,0.39,0.005
0.632274,0.24,0.39,0.005
0.599937,0.25,0.39,0.005
0.554469,0.26,0.39,0.005
0.518301,0.27,0.39,0.005
0.505895,0.28,0.39,0.005
0.506226,0,0.4,0.005
0.528517,0.01,0.4,0.005
0.586835,0.02,0.4,0.005
0.643887,0.03,0.4,0.005
0.671968,0.04,0.4,0.005
0.684431,0.05,0.4,0.005
0.69237,0.06,0.4,0.005
0.694437,0.07,0.4,0.005
0.699152,0.08,0.4,0.005
0.709674,0.09,0.4,0.005
0.712692,0.1,0.4,0.005
0.707712,0.11,0.4,0.005
0.697046,0.12,0.4,0.005
0.682281,0.13,0.4,0.005
0.678428,0.14,0.4,0.005
0.684315,0.15,0.4,0.005
0.686359,0.16,0.4,0.005
0.687866,0.17,0.4,0.005
0.701672,0.18,0.4,0.005
0.718199,0.19,0.4,0.005
0.721301,0.2,0.4,0.005
0.70959,0.21,0.4,0.005
0.68432,0.22,0.4,0.005
0.659435,0.23,0.4,0.005
0.639956,0.24,0.4,0.005
0.611559,0.25,0.4,0.005
0.566105,0.26,0.4,0.005
0.528357,0.27,0.4,0.005
0.517886,0.28,0.4,0.005
0.519057,0,0.41,0.005
0.538887,0.01,0.41,0.005
0.59645,0.02,0.41,0.005
0.654561,0.03,0.41,0.005
0.681903,0.04,0.41,0.005
0.693601,0.05,0.41,0.005
0.703802,0.06,0.41,0.005
0.71178,0.07,0.41,0.005
0.718293,0.08,0.41,0.005
0.725117,0.09,0.41,0.005
0.723923,0.1,0.41,0.005
0.714144,0.11,0.41,0.005
0.700631,0.12,0.41,0.005
0.688418,0.13,0.41,0.005
0.688673,0.14,0.41,0.005
0.69902,0.15,0.41,0.005
0.703862,0.16,0.41,0.005
0.69865,0.17,0.41,0.005
0.706189,0.18,0.41,0.005
0.72999,0.19,0.41,0.005
0.743144,0.2,0.41,0.005
0.734926,0.21,0.41,0.005
0.706797,0.22,0.41,0.005
0.674467,0.23,0.41,0.005
0.65037,0.24,0.41,0.005
0.625108,0.25,0.41,0.005
0.578949,0.26,0.41,0.005
0.540466,0.27,0.41,0.005
0.533246,0.28,0.41,0.005
0.524072,0,0.42,0.005
0.542503,0.01,0.42,0.005
0.597477,0.02,0.42,0.005
0.654167,0.03,0.42,0.005
0.681689,0.04,0.42,0.005
0.694443,0.05,0.42,0.005
0.709242,0.06,0.42,0.005
0.723558,0.07,0.42,0.005
0.730859,0.08,0.42,0.005
0.731973,0.09,0.42,0.005
0.7242,0.1,0.42,0.005
0.710284,0.11,0.42,0.005
0.69514,0.12,0.42,0.005
0.685156,0.13,0.42,0.005
0.692299,0.14,0.42,0.005
0.711857,0.15,0.42,0.005
0.723628,0.16,0.42,0.005
0.719739,0.17,0.42,0.005
0.722673,0.18,0.42,0.005
0.746929,0.19,0.42,0.005
0.766765,0.2,0.42,0.005
0.762706,0.21,0.42,0.005
0.735108,0.22,0.42,0.005
0.693155,0.23,0.42,0.005
0.657983,0.24,0.42,0.005
0.629278,0.25,0.42,0.005
0.582963,0.26,0.42,0.005
0.546475,0.27,0.42,0.005
0.54032,0.28,0.42,0.005
0.526733,0,0.43,0.005
0.545647,0.01,0.43,0.005
0.600367,0.02,0.43,0.005
0.657206,0.03,0.43,0.005
0.689036,0.04,0.43,0.005
0.704973,0.05,0.43,0.005
0.720145,0.06,0.43,0.005
0.734005,0.07,0.43,0.005
0.737234,0.08,0.43,0.005
0.730848,0.09,0.43,0.005
0.716711,0.1,0.43,0.005
0.701612,0.11,0.43,0.005
0.68837,0.12,0.43,0.005
0.684538,0.13,0.43,0.005
0.702632,0.14,0.43,0.005
0.730116,0.15,0.43,0.005
0.745693,0.16,0.43,0.005
0.746672,0.17,0.43,0.005
0.748198,0.18,0.43,0.005
0.768894,0.19,0.43,0.005
0.791304,0.2,0.43,0.005
0.791297,0.21,0.43,0.005
0.768299,0.22,0.43,0.005
0.721988,0.23,0.43,0.005
0.673721,0.24,0.43,0.005
0.634651,0.25,0.43,0.005
0.587755,0.26,0.43,0.005
0.552938,0.27,0.43,0.005
0.545111,0.28,0.43,0.005
0.527012,0,0.44,0.005
0.545419,0.01,0.44,0.005
0.599936,0.02,0.44,0.005
0.661593,0.03,0.44,0.005
0.702395,0.04,0.44,0.005
0.718781,0.05,0.44,0.005
0.725582,0.06,0.44,0.005
0.733879,0.07,0.44,0.005
0.732384,0.08,0.44,0.005
0.720443,0.09,0.44,0.005
0.705441,0.1,0.44,0.005
0.692921,0.11,0.44,0.005
0.683618,0.12,0.44,0.005
0.689483,0.13,0.44,0.005
0.715077,0.14,0.44,0.005
0.741099,0.15,0.44,0.005
0.756417,0.16,0.44,0.005
0.761786,0.17,0.44,0.005
0.765399,0.18,0.44,0.005
0.784851,0.19,0.44,0.005
0.807716,0.2,0.44,0.005
0.810741,0.21,0.44,0.005
0.791077,0.22,0.44,0.005
0.743475,0.23,0.44,0.005
0.687914,0.24,0.44,0.005
0.641246,0.25,0.44,0.005
0.592233,0.26,0.44,0.005
0.556167,0.27,0.44,0.005
0.546381,0.28,0.44,0.005
0.528462,0,0.45,0.005
0.544918,0.01,0.45,0.005
0.596799,0.02,0.45,0.005
0.663867,0.03,0.45,0.005
0.712226,0.04,0.45,0.005
0.725544,0.05,0.45,0.005
0.721066,0.06,0.45,0.005
0.723832,0.07,0.45,0.005
0.724859,0.08,0.45,0.005
0.715117,0.09,0.45,0.005
0.703568,0.1,0.45,0.005
0.694318,0.11,0.45,0.005
0.689806,0.12,0.45,0.005
0.7027,0.13,0.45,0.005
0.72592,0.14,0.45,0.005
0.744695,0.15,0.45,0.005
0.760346,0.16,0.45,0.005
0.77155,0.17,0.45,0.005
0.77925,0.18,0.45,0.005
0.795731,0.19,0.45,0.005
0.813882,0.2,0.45,0.005
0.816531,0.21,0.45,0.005
0.797895,0.22,0.45,0.005
0.752368,0.23,0.45,0.005
0.697369,0.24,0.45,0.005
0.646459,0.25,0.45,0.005
0.594541,0.26,0.45,0.005
0.557078,0.27,0.45,0.005
0.545896,0.28,0.45,0.005
0.528923,0,0.46,0.005
0.544462,0.01,0.46,0.005
0.594971,0.02,0.46,0.005
0.663638,0.03,0.46,0.005
0.713298,0.04,0.46,0.005
0.724991,0.05,0.46,0.005
0.713535,0.06,0.46,0.005
0.709261,0.07,0.46,0.005
0.712782,0.08,0.46,0.005
0.709373,0.09,0.46,0.005
0.703605,0.1,0.46,0.005
0.698588,0.11,0.46,0.005
0.700906,0.12,0.46,0.005
0.715797,0.13,0.46,0.005
0.731301,0.14,0.46,0.005
0.746176,0.15,0.46,0.005
0.764245,0.16,0.46,0.005
0.77921,0.17,0.46,0.005
0.786862,0.18,0.46,0.005
0.79692,0.19,0.46,0.005
0.809374,0.2,0.46,0.005
0.812326,0.21,0.46,0.005
0.795337,0.22,0.46,0.005
0.753831,0.23,0.46,0.005
0.702604,0.24,0.46,0.005
0.649292,0.25,0.46,0.005
0.59468,0.26,0.46,0.005
0.556059,0.27,0.46,0.005
0.543926,0.28,0.46,0.005
0.525228,0,0.47,0.005
0.54188,0.01,0.47,0.005
0.593861,0.02,0.47,0.005
0.66298,0.03,0.47,0.005
0.711314,0.04,0.47,0.005
0.723623,0.05,0.47,0.005
0.710513,0.06,0.47,0.005
0.698993,0.07,0.47,0.005
0.699039,0.08,0.47,0.005
0.697279,0.09,0.47,0.005
0.696013,0.1,0.47,0.005
0.695519,0.11,0.47,0.005
0.702976,0.12,0.47,0.005
0.717896,0.13,0.47,0.005
0.728903,0.14,0.47,0.005
0.742838,0.15,0.47,0.005
0.760198,0.16,0.47,0.005
0.774654,0.17,0.47,0.005
0.782214,0.18,0.47,0.005
0.789841,0.19,0.47,0.005
0.800837,0.2,0.47,0.005
0.805054,0.21,0.47,0.005
0.789054,0.22,0.47,0.005
0.752002,0.23,0.47,0.005
0.707856,0.24,0.47,0.005
0.654272,0.25,0.47,0.005
0.594547,0.26,0.47,0.005
0.553968,0.27,0.47,0.005
0.541719,0.28,0.47,0.005
0.519989,0,0.48,0.005
0.537424,0.01,0.48,0.005
0.589477,0.02,0.48,0.005
0.659537,0.03,0.48,0.005
0.710843,0.04,0.48,0.005
0.727363,0.05,0.48,0.005
0.717152,0.06,0.48,0.005
0.702663,0.07,0.48,0.005
0.698182,0.08,0.48,0.005
0.69262,0.09,0.48,0.005
0.687816,0.1,0.48,0.005
0.686503,0.11,0.48,0.005
0.694676,0.12,0.48,0.005
0.709478,0.13,0.48,0.005
0.71872,0.14,0.48,0.005
0.728861,0.15,0.48,0.005
0.743345,0.16,0.48,0.005
0.759635,0.17,0.48,0.005
